product_type,text
자세밴드,어깨가 구부정한 아이가 걱정돼서 주문해봤습니다 불편할것 같다며 안하려고 하다가 겨우 입혀봤는데 생각보다 많이 당기거나 불편한건 아니라고 하네요 어깨쪽이 펴지면서 척추도 바르게 세워져서 바른자세 유지하기 좋아보여요. 꾸준히 착용하면 바른자세 만들기 도움될것 같네요~
자세밴드,제가 바로 제품을 되게 좋아하고 선호하고 쓰고 있거든요. 그리고 이번에도 아는 지인한테 선물하려고 또 추가로 구매했어요. 기존에 제가 쓰고 있는 제품을 보더니 되게 마음에 든다고 하더라고요. 그러더니 그걸 쓰고 나서도 좀 작은 게 필요해서 추가로 구매해서 선물하려고요. 어깨도 바로 펴지면서 허리도 잡아주고 체형이 펴져야 어깨나 목이나 허리나 이런 데가 다 안 아프거든요. 진짜 좋은 제품이에요
자세밴드,사달라고 난리를 치더니 막상 사놓으니 사용안하네요 제가 사용해야 겠네요ㅎ
자세밴드,"제가 175에 좀 마른 편이라서 상담을 하니 M 추천해주셔서 M으로 하니 잘 맞습니다. 예비신랑이라 촬영을 위해 열심히 착용중인데, 하다 보니 허리가 펴지면서 키가 좀 커보이는 것 같네요 ㅎ ㅎ"
자세밴드,"제품 설명 중 '2XL사이즈, 176cm-76kg 잘 맞아요' 문구보고 2XL 제품 구매하였는데, 176cm-76kg인 본인은 제품이 너무 커서 벨크로 접지가 불능했습니다. 사이즈 교환 시도하려 했으나, 교환기능 없고 환불만 가능해서 그냥 주변 지인께 선물했습니다. 사이즈 신중하게 고려하고 구매하세요."
자세밴드,제대로 착용을 한다고 해도 미묘하게 균형이 언 멎는 거 같어 확인해 보니 지지대의 길이가 한쪽이 심하게 쩗네요;;; 이미 사용한 거라 교환 벋기도 그렇고...
선크림,비타민 c와 같이 바른 후에도 끈적거리는 등 불편함 없이 하루를 보냈다 벌써 두 개 더 구매했습니다
자세밴드,자세 교정에도 좋고 허리를 잘 잡아줘서 통증도 덜하네요. 좋은 제품 감사합니다.
선크림,쿠팡체험단 이벤트로 상품을 무료 제공받아 작성한 리뷰입니다. 봄이 다가오면서 자외선 차단지를 준비해야 하는데 좋은 기회로 피지오겔 데일리 모이스쳐 UV 패밀리 썬 로션을 사용해 볼 수 있게 되었어요. 여린 피부에도 사용 가능하고 로션처럼 바르기도 쉬워서 아이와 함께 사용하기 좋아요. 백탁 없고 잘 흡수되고 눈시림도 없어요. 사용 전에 흔들어 사용해야 해요.
자세밴드,어깨랑 허리가 아파서 자세도 안 좋아는데 허리 밴드 쓰고 확실히 자세도 교정되고 편하네요 허리 밴드 사용하기도 편하고 사이즈도 잘 맞아서 잘 쓰고 있어요
자세밴드,컴퓨터를 많이 하다보니 앞으로 구부러지게 되어 협착증전까지 가게 되었어요 아무리 허리를 피라고 해도 마음대로 되지 않는듯 해서 구매하게 되었어요 밴드가 어깨와 허리까지 땅땅하게 바로 펴주게 되어 저절로 자세교정이 됩니다 평소에도 착용하고 다니니 굽은 어깨와 앞으로 쏠려있던 거북목도 좋아지는게 느껴지네요 옆에서 보기에도 바른자세로 변하는게 눈으로 보여지니 매일매일 착용해서 보내고 있습니다
자세밴드,"착용하자마자 어깨랑 등 허리가 쫙 펴지는 느낌이 들어요^^ 자세가 항상 구부정 하다는 말을 많이 들었는데,, 이거 매일 꾸준히 착용하니 확실히 교정 되는거 같네요ㅎㅎ 추천 합니다!!!"
자세밴드,"남편이 평소 허리 디스크에...시술을 3번이나 받았구요 어깨도 아파서 몇번 시술 받고... 여기저기 아파해요 ㅜ 요세는 유독 회사에서 아프다고 해서 여기저기 보호대를 찾다가 이걸 샀네요 사용자》》》 평소 100 몸무게 74 허리디스크 / 어깨관절 아픔 후기 요점》》》 몇일 사용해 보니 아직은 아프지 않고 괜찮은거 같다고 합니다 회사에서 사용시에는 어깨가 덜 아프다고 하구요 어떤 사람들은 보호대로 억지로 교정을 하면 더 아프거나 안좋아 진다고 하는데.. 아직은 그런건 없어요 현재까지 잘 사용 중이에요^^ 1. 활용도 집에서 스트레칭 할때, 헬스장 운동시 소파에 앉을때 쓰구요 회사에서 자리에서 일할때 씁니다 2. 사용방법 허리 찍찍이로 ,사이즈 조절해주면 되요 처음 사용시에는 근육이나 척추가 아플수 있으니 느슨하게 하는걸 추천해 드려요 ☆☆☆ 그리고 몇일 간격으로 천천히 줄여 주세요^^ 3. 가격 가격이 제 기준인 싸진 않지만 ㅋㅋ 남편이 아프다고 하니... 이걸로 효과를 봤으면 좋겠네요 ^^ ☆☆☆☆ 제 리뷰가 도움이 되셨다면 아래 >> 도움이 돼요 << 한번 눌러주세요 ㅎㅎ"
자세밴드,써보고 좋아서 재구매합니다~ 자꾸 말리는 어깨러 통증 호소 하는 엄마가 써보시더니 넘 좋다고 하세요 ㅎ 자세도 펴지고 확실히 잡아주니 어깨 허리 통증이 줄었다고 하십니다 ^^
자세밴드,"평소 남편이 거북복에 목디스크가 있어서 주기적으로 손저림이 있을때마다 정형외과가서 주사를 맞고 있습니다. 의사선생님이 항상 바른자세말고는 답이 없다고 말씀하십니다. 근데... 수십년간 습관이 되어 있어서 사무실에 일할때 어깨는 항상 축쳐져 있어서 일하고나면 목, 어깨가 아픈건 사실입니다. 우연히 주위사람들이 바른자세 교정밴드가 좋다는 이야기해서 듣고 구입 해 보았어요. 태권도를 한 몸이라 상체는 좀 큽니다. ( 175cm, 85kg ) 4XL 사이즈가 딱 잘 맞는다고 말합니다. 배송 오자마자 착용한 사진입니다. 어깨를 지지해주니 너무 편하다고 이야기합니다. 진작 사서 사용할걸 뒤늦은 후회를 하네요. 밴드가 배를 쪼여서 남편 뱃살도 조금 빠졌으면 좋겠네요. 저도 목디스크가 있어서 한번 착용해보니 편하고 시원하고 구부정한 자세를 잡아줘서 어깨가 덜 아팠어요. 남편 며칠 사용하고 만족도가 좋다면 저도 작은 사이즈 구입 후 사용할 것 입니다. 밴드 사용법 설명서는 영어로 적혀 있지만 그림을 잘 보고 착용하시면 쉽게 됩니다. 며칠 사용 후 후기 더 올리겠습니다."
선크림,"저는 사계절 내내 선크림을 사용하고있어요. 우선 이제품은 발림성이 좋아요. 뻑뻑하지 않고, 슥슥 수분감 있게 잘 발려서 너무 좋았어요. 선크림 특유의 백탁현상이 없는점도 아주 마음에들었습니다. 저는 선크림 사용후에 메이크업을 하는편이라서, 백탁현상 없는걸 선호하고있거든요 ㅎㅎ 끈적임 없이 마무리가 되고, 수분감 있게 마무리가 되어서 좋았어요. 메이크업을 할때 밀리지 않아서 그점도 아주 좋았구요 !! 사용해보니, 너무 만족스러워서 재구매의사있는 제품입니다 ~~ 손에 사용한거사진 보면 아시겠지만, 번들거림이 아니라 촉촉하게 마무리가 잘 되는편이에요 잘 사용할게요 ^^"
선크림,필요해서 구입했습니다. 로션처럼 묽어서 바디용으로 써야겠어요.
선크림,"믿고 쓰는 이자녹스 값도 싸고 발리는 느낌도 부드럽지만 약간 백화현상은 있어요 그래도 값이 착하니 팔,다리등 노출된 피부에도 아깝지않게 바르니 아주 좋답니다"
자세밴드,운동을 시작하면서 심각하게 제 몸이 말린 어깨 라는걸 알았네요 자세 교정 밴드가 있다는걸 알고 여기저기 서치 해본 다음에 괜찮을것 같아 구매했습니다 제품 퀄리티 좋고 교차해서 튼튼하게 잡아주는게 좋았어요
자세밴드,동생이 어릴 때부터 습관적으로 등을 굽히고 다녔거든요. 뭔가 어깨 피는게 부끄럽다 생각했나봐요. 습관적으로 굳어져버렸더라구요. 성인되어서 습관 고치려니 쉽지 않나봐요. 제가 좀 더 쉽게 의식적으로 교정할 수 있게 밴드형 교정기를 사줬더니 좋아하네요. 어깨와 허리까지 감싸주고 혼자서도 착용하기 편해서 잘 쓰고 있다합니다.
자세밴드,아팠던 허리 어깨 목이 많이 좋아지고 있어서 완전 애정하는 제품이 되었네요 잘 쓸게요 짱짱 좋아요
자세밴드,평소에 자세가 안좋아서 허리가 너무 아프더라구여 남편이랑 같이 사용하려고 넉넉한 사이즈로 했는데 생각보다 너무 마음에 들어요!! 스트랩이 포함 되어 있어서 남편이랑 같이 사용 가능하고 어깨와 등 상부의 자세 교정을 할 수 있어서 마음에 들어요!!
선크림,겨울이라도 선크림은 필수로 발라야 되죠!! 얼굴이 하얗게 뜨지 않는 백탁현상이 없는 선크림을 좋아하는데 이름에서조차 눈시림 없는 끈적임 없는 백턱없는 밀림없는 선크림이라 믿고 구매해보았는데 진짜 이름값 하는 선크림이에요 에센스바른거처럼 백탁현상 없이 피부에 잘 스며들어 얼굴에 광도 나고 부드럽게 스며들어 너무 좋아요^^ 특히 온가족이 쓸 수 있는 선크림이라고 하니 아이와 같이 쓸 선크림으로 너무 좋은거 같아요^^
선크림,프리다이빙 하다보니 해양보호 선크림만 찾게됐어요 기존 직구로 구매한 선크림은 너무 뻑뻑하고 건조해져서 손이 더 안가는데 이건 되게 촉촉하고 끈적임없이 산뜻하게 마무리되고 건조함이 없어서 파데 바르기 전에 발라도 밀림없이 뽀송뽀송한 피부표현 되네요^^
자세밴드,자세가 좋지않아서 지인추천으로 구매했어요. 자세밴드여서 아무리 좋다고 해도 불편하지않을까걱정했는데 전혀 그렇지않고 오히려 편안하게 착용할 수 있네요. 그리고 중앙지지대가 있어서 확실하게 지지가 되네요. 사용해보니 효과있는것 같아서 꾸준히 사용해봐야겠어요.
자세밴드,자세잡아주는데 좋아요 짱짱해서 오래 쓸거같아요
선크림,훈련병 준비물에 썬크림이 있어 구매했습니다. 눈이 따갑지 않고 묽다고해서 골랐어요. 묽으면 아무래도 바르기 편할거같습니다
자세밴드,헬스를 오랫동안 했는데도 라운드숄더랑 거북목이 교정이 안되어서 이번에 교정을 위한 교정밴드를 구입했습니다. 필라테스쌤에게 추천받아서 샀는데 일주일째 되었는데 확실히 변화가 있네요. 굽은 등이 펴지고 어깨가 말리고있었는데 펴지는느낌이 확실히 듭니다 밴드가 보풀이 안나는 재질이라서 오래오래 쓸 수있을것같습니다.
자세밴드,"구매 동기 평소 라운드숄더가 심한 편이라 웨이트 트레이닝, 특히 가슴 운동을 할 때마다 어깨 전면에 통증이 느껴져 고민이 많았습니다. 자세가 무너진 상태로 운동하니 자극도 제대로 안 오고 부상 위험도 느껴지더군요. 약국에도 입점된 브랜드라는 점과 체격이 있는 저에게 맞는 2XL 사이즈가 있다는 점을 보고 신뢰가 생겨 구매하게 되었습니다. 착용감 및 사이즈 (2XL) 운동을 하는 남성이라 어깨격이 있는 편인데 2XL 사이즈를 선택하니 너무 과하게 압박하지 않으면서도 어깨를 뒤로 적절히 당겨줍니다. 벨크로 타입이라 체형에 맞게 강도를 조절할 수 있고 안감 소재가 부드러워 장시간 착용해도 피부에 큰 자극이 없었습니다. 사용 후 느낀 변화 자세 교정 효과 착용하자마자 말려 있던 어깨가 뒤로 펴지면서 가슴 근육이 이완되는 게 느껴집니다. 억지로 힘을 주지 않아도 바른 자세를 유지하도록 도와주니 일상생활에서도 자세에 신경을 쓰게 됩니다. 운동 효율 상승 평소 운동 가기 전이나 후에 집에서 착용하고 있는데 어깨 위치가 제자리를 잡으니 가슴 운동 시 느껴지던 특유의 어깨 통증이 확실히 덜합니다. 가슴 근육에 집중하기가 훨씬 수월해졌습니다. 약국 입점 제품이라 그런지 전체적인 마감이나 내구성이 탄탄합니다. 저렴한 제품들과는 확실히 지지력에서 차이가 납니다. 총평 저처럼 라운드숄더로 인해 운동 시 통증을 겪거나 일상에서 구부정한 자세가 고민인 분들에게 적극 추천합니다. 특히 체격이 큰 남성분들도 2XL 사이즈로 편안하게 교정 효과를 볼 수 있다는 점이 가장 만족스럽습니다. 꾸준히 착용해서 바른 자세를 습관화해 보려 합니다."
자세밴드,라운드숄더가 심해서 구매했어요 PT도 받으면서 고치려고 노력했는데 평소자세가 흐트러지니까 잘 안고쳐지더라고요 마른 55라 S 구매했는데 사이즈 잘 맞아요 양쪽에 팔 걸고 허리끈 고정시켜준후 양쪽 팔 끈 당기면서 조절해주면 됩니다 쉬워요 어깨가 당겨주고 등이 퍼지니까 시원해요 등쪽에 지지대가 있어서 확실하게 자세교정이 됩니다 의식적으로라도 몸을 곧게 하려면 계속 긴장상태로 유지해야되니까 몸이 불편하고 피로해져서 오랜시간동안 바른자세를 못하는데 이 밴드는 몸이 편한상태에서 자세교정밴드가 알아서 자리를 잡아주니까 장시간동안 올바른 자세 유지할수있고 편하다는게 가장 큰장점같아요 이거 착용한상태로 일상생활도 가능해요
선크림,사용기한_2028.02.24 70ml SPF 50+ 국내산 피부가 좋아보이고 환해져요.
자세밴드,자세가 나쁘다보니 허리라인이 안아픈 곳이 없더라구요 목부터 어깨 허리 골반 다 아팠는데 사용 후 부터 몸이 한결 편안해졌어요 자세가 역시 중요하네요~ 자세교정에 정말 좋아요!!!!
자세밴드,거북목이라 어깨랑 목이 너무 아프다는 우리 남편 ㅠㅠ 자세교정밴드를 사용하면 좀 나을 거라고 하길래 사 봤어요~ 사이즈가 4XL까지 있어서 좋네요 ㅎㅎ 등판이 넓어서 넉넉한 사이즈로 구매해줬더니 편하대요~ 집에서 늘 차고 있어요^^
자세밴드,"자세 교정 밴드를 실제로 사용해 보니 처음 착용할 때는 어깨가 뒤로 당겨지는 느낌이 다소 낯설었지만, 몇 분만 지나면 자연스럽게 바른 자세가 유지되었습니다. 장시간 착용하면 어깨와 등 근육이 당기는 듯한 자극이 있어, 하루 1~2시간씩 나눠 착용하는 것이 좋았습니다. 소재는 통기성이 좋아 땀이 차지 않고, 밴드의 탄성이 적당해 움직임을 방해하지 않았습니다. 꾸준히 착용하니 구부정했던 어깨 라인이 조금씩 펴지고, 장시간 앉아 있는 습관도 개선되는 효과가 있었습니다. 다만 초반에는 어깨가 뻐근하거나 압박감이 느껴질 수 있어 적응 기간이 필요했고, 두꺼운 옷 안에 착용하면 티가 덜 나지만 얇은 옷에는 약간 드러날 수 있다는 점은 참고해야 할 부분이었습니다. 전반적으로 자세 교정에 실질적인 도움을 주는 제품이었습니다."
선크림,이자녹스 UV 썬 프로~~ 오래전부터 요것만 사용 합니다~ 썬크림과 비비가 동시에~ 피부 커버력도 좋아요~ 끈적이지 않고 발림성 좋아요~ 요것만 발라도 피부가 화사해져요~ 잠깐 외출시에 간단히 바르면 뽀사시~ 시간절약~좋아요~ 유통기한 2027년5월~ 최근 제품이네요~~ 추천합니다 ~~^^
자세밴드,아들이 살이 엄청 찌기 시작하면서 항상 자세를 구부정하게 다니길래 자세교정밴드를 구매해줬습니다. 생각보다도 디자인이 슬림해서 이질감이 크게 느껴지지 않고 불편함 없이 평소에도 착용하기 좋습니다. 벨크로 밴드로 되어 있어서 중학생 아들도 혼자 손쉽게 착용 가능하구요. 평소 더위를 많이 타서 걱정했는데 메쉬 소재로 통기성도 뛰어나고 땀 흡수가 잘 되서 장시간 사용하기에도 부담이 적습니다. 아직 아이라 한 번 착용하고 말지는 않을까 싶었는데 요즘 외모에 관심을 갖기 시작하면서 자세가 달라지는 것을 확인해 본 이후부터는 스스로 찾아서 쓰더라구요! 아무래도 일찍이 자세교정을 시작한다면 어른보다는 빠르게 효과가 있지 않을까 싶어서 구매해주길 잘 한 것 같아요. 잘 사용하겠습니다^^
자세밴드,"요즘 허리가 너무 아프고 어깨가 결리는 느낌이 강해서 어떻게 할까 하다가 어깨 밴드를 구입해봤어요 자세교정도 되고 거북목 교정 도 된다고 해서 겸사겸사 한번 구매해봤습니다 원래는 거북목도 심하고 승모근도 많이 올라와 있어서 보톡스를 자주 맞았었는데 먹기도 귀찮고 하루 종일 하고 있을 만한 게 있나 싶어서 찾아 봤어요 일단 고무밴드 탄력이 정말 좋구요 어깨랑 겨드랑이 사이가 조금 타이트하고 자세가 교정 되는 느낌은 드네요 그냥 아주 약간 허리가 꼿꼿해지는 느낌이 들어요 물론 겨드랑이가 좀 뭐랄까 쓸리는건 아니고 뭐랄까 꽤나 신경쓰일 정도로 끼지만 또 열심히 활동하든가 운동하면 생각 안나요 까맣게 잊다가 걸리면 신경쓰이는 정도예요! 이거 쓰고 허리아픈 것도 좀 나아진것 같고 다행히 아직은 병원 안가도 될 것 같아요! 크기도 조절돼서 좋구요! 사실 디자인은 아쉽죠,,,,그래서 전 옷 속에 해요,,ㅎㅎ"
자세밴드,"배의 찍찍이 면적이 작아서 배거 제대로 안조여짐, 어깨끈 당기면 약간 헐렁한 배 부분이 쓱 올라가버림... 한 치수 작은걸 사용해 볼까? 사이즈 한치수 작게 사면 어깨끈 부분이 짧아 배부분 까지 잘 안닿고 그만큼 끈을 강하게 당기니... 배 부분이 끌려올라감 복부 부분의 찍찍이 면적만 조금더 넓히면 그만큼 다양한 사이즈의 체형을 커버할텐데... 사이즈가 딱맞지 않는한 불편함이 약간은 존재할겁니다."
선크림,"끈적임이 없는 선크림 제품을 찾다가 시슨드시 백탁없는 밀림없는 끈적임없는 바다를 살리는 선크림 제품을 구매하게 되었습니다. 선크림의 텍스처는 가벼우며 끈적임 없이 피부에 잘 스며들어 발림성이 너무 좋아요. 피부에 바르면 빠르게 흡수되어 산뜻하게 마무리되어져서 너무 좋네요. 햇빛으로부터 피부를 보호해주는 SPF 지수가 높아서 햇빛에 노출되는 사계절 내내 안심하고 사용할 수 있어서 좋아요. 피부에 민감한 분들이 사용해도 피부 자극없이 사용할 수 있어서 좋을거 같아요. 사용해보고 가장 좋아하는 점은 선크림이 피부에 자연스럽게 녹아들어서 얼굴에 매우 자연스러운 무광택 효과를 주는 점이에요~ 사용한 이후에는 건조함이 느껴지지 않고 촉촉한 상태를 유지할 수 있어서 완전 좋아요. 시슨드시 선크림은 , 가볍고 끈적임 없는 사용감과 온가족 모두 사용할 수 있는 성분으로 안심하고 사용할 수 있어서 좋아요. 자연스러운 무광택 효과로 피부를 더욱 화사하게 가꿔 줘서 사용감이 좋아요."
자세밴드,에어메쉬 원단으로 되어있어 요즘같은 날씨에도 더운느낌 없이 쾌적하게 착용이 가능해서 좋아요ㅎㅎ 자세가 안 좋아서 허리가 구부정하고 자주 결렸는데 자세교정밴드로 매일 교정하는 시간을 가져주니 지금은 훨씬 좋아진게 느껴집니다~^^
자세밴드,"하루 종일 책상 앞에 앉아 있다 보니 어깨가 자주 뭉치고 자세도 구부정했는데, 이 교정 밴드 착용하고 나서 확실히 자세가 잡히는 느낌이에요. 처음엔 살짝 어색했지만 금방 익숙해지고, 가볍고 통풍도 잘 돼서 오래 착용해도 부담이 없어 좋네요"
자세밴드,남편 착용하던 거 보고 추천받고 하나 더 샀어요~ 초반에 어색해도 며칠 착용하고 나면 자세 교정이 바로 된다던데... 반신반의 했는데 기대 이상입니다. 불편한 감도 전혀 없고 자연스레 자세 교정이 되니 너무 편하고 보기에도 좋은 거 같아요 옷 입을 때도 자세가 바르니 옷발도 잘 받는 거 같네요~ 아주 만족합니다.
자세밴드,180에 83키로여서 4xl딱 맞을지 알았는데 엄청 헐거워요 그래서 벨트를 위에 끼고 쓰고 벨로크는 약해서 점점 조여쓰고 광고사진처럼 딱 고정 안되고 뒷부분이 점점 먼저 올라가서 나중에는 원래 자세처럼 되요 늘어난것 같아요 한달 못 썼습니다
자세밴드,직업상 어깨랑 팔을 자주 쓰다보니 자세가 구부정한거 같아서 자세교정 밴드가 있다는 지인 추천을 사용하는데 좋네요 입고 일하는데 불편하지 않고 자세도 펴져서 좋아요
자세밴드,좋네요 첫날 사용하고 자세가 잡히는 것 같습니다. 꾸준히 사용하면 나쁜 자세 고칠 수 있겠어요
선크림,"○ 이자녹스 유브이 선프로 365 데일리 커버 선크림 SPF50+ PA+++ ○ ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 이자녹스 365 데일리 선크림은 제가 좋아하는 선크림으로 자주 구매해서 사용하고 있는 제품이에요. 메이크업 베이스 성분이 함유되어 있어 피부 톤업이 되는 제품이라 쌩얼에 발라도 피부가 환해져서 좋더라구요. 또, 워터프루프 기능이 있어 더운 날씨에 발라도 땀이나 물에 강해 눈 따가움이 없어요. 이렇다보니 선크림은 이자녹스 데일리 선크림만 바르게 되는것 같아요. 자연스런 톤업으로 남자가 발라도 자연스러워서 남녀공용으로 사용하기에도 좋아요. 저는 남편과 함께 같이 사용하고 있네요. 제형도 부드러워 뭉침없이 고루 잘 발라져요 ~~~ 이자녹스 365 데일리 선크림은 ✔️ 피부진정과 보호 성분인 해송성분도 함유되어 있어요. ✔️ 부드러운 텍스쳐 ✔️ 워터프루프 ✔️ 톤업 선 땀이나 물에 강하고 톤업까지 되니 아주 만족스러워요. 스킨케어 마지막 단계에 발라주면 피부 보호도 되고 자외선 차단을 시켜주니 잊지 않고 꼭 챙겨주고 있네요^^ * 내돈내산 후기입니다. ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ ◆ 주문일자 ㅡ 10월 25일 ◆ 배송일자 ㅡ 10월 26일 ◆ 내용량 ㅡ 70ml ◆ 소비기한 ㅡ 27년 5월 12일 까지 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ"
선크림,향이 자극적이지 않습니다 무엇보다 다른제품에 비하여 바른후 아무 불편함이 없습니다 기존에 썼던 제품들은 집으로 돌아온후 바로 얼굴을 바로씻곤 했는데 이제품은 불편하지 않습니다 마치 바르지 않은것 처럼요 광고에 거짓이 없습니다
자세밴드,어깨 부분은 꼬임. 밸크로는 사용 1개월 시점 부터 잘 붙지 않음. 2개월 사용 (평균 주3회) 시점 부터는 사용 불가.
선크림,겨울에도 선크림 발라줘야하는거 아시죠 1년 내내 선크림 바르려고 노력하고 있습니다 성분이 좋아서 아이랑 같이 쓰려고 구매했어요 백탁없고 밀림없어서 화장하기 전에 발라도 화장이 뜨지않아서 좋네요
자세밴드,어릴때부터 어깨가 굽은 자세여서 지적을 많이 받았어요. 나이 드니 이제 제가 보기가 싫더라고요. 사진 찍어도 안예쁘고. 그래서 자세를 좀 바르게 해보려고 구매했어요. 이거 하는 시간동안 자세를 고쳐잡다보니 평소 생활할때도 전보다 바른자세를 유지할 수 있어서 만족스러웠어요.
자세밴드,"장시간 앉아서 일하다 보니 자세가 구부정해져서 써봤는데 확실히 효과 있어요. 처음엔 조금 뻣뻣한 느낌이었는데 몇 번 착용하니까 금방 익숙해졌어요. 어깨를 자연스럽게 펴주는 느낌이라 거북목이 덜해지고, 허리도 덩달아 곧게 펴지더라구요. 밴드가 탄탄하면서도 압박이 심하지 않아서 오래 착용해도 불편하지 않아요. 자세 교정 시작하신 분들께 추천해요."
자세밴드,좋은거 같아요 겨드랑이 좀 쪼이긴하지만 쪼이는 느낌이 들어야 허리랑 어깨 교정이 잘 되는 느낌이라 좋습니다.
선크림,발림성좋고 끈적이지 않아서 매일 사용하는 제품입니다~^^
자세밴드,퀄리티가 넘 좋아용 메쉬 소재로 되어있어서 통기성도 좋구 잘 만들어졌어요 만족하며 사용중입니다><
선크림,8세 6세 남매에게 아침마다 가볍게 발라줍니다. 선팩트나 선스틱은 손에 묻지 않은 장점이 있는대신 로션 바르고 두들려 줘야해서 요건 로션처럼 발라주니 손에 묻어서 불편하긴 해도 한번에 끝나니 편하기도 합니다. 팩트나 선스틱처럼 애들 얼글이 매트해지지 않아서 유분기 넘치면서 부자집 애들 느낌이 납니다 응? ㅋㅋ
자세밴드,보는 친구들이나 어른들이 어깨좀 피고 다니라고 해서 스트레스 받아서 좋아! 펴주 겠어! 하면서 구매했습니다 펴보니까 세상이 조금 다르게 인지되네요 자신감이 붙었달까.. 좋습니다 교정하겠습니다!
선크림,정착템 드디어 여기 후기올려주신분들꺼 읽어보고 반신반의해서 시켰는데 느므 느므 느므 좋아요~ 후기 올려주신분들 말들 다 옳앗!! 발림성 향 촉촉하믄스은은한 광 나이가드니깐 광이 안나믄 세상초췌해보이고ㅠ 광이 너무심하믄 개지름번들녀로 보이고ㅠ 이거슨 딱!은은하니! 마지막 젤좋앗던건 마스크안에서 땀나서 마스크벗으믄 다른썬크림들은 흡수를 아무리잘시켜도 허연땀이 송글송글 이건 그런거없어요~사람이 추잡하게 안보여요ㅠ 평쓰러온김에 하나 더 사갑니다~
선크림,어머님 드렸는데 너무 밝다고 하시네요 저희가 쓰긴 괜찮은데 어머님은 밝은 느낌이시라고 하니~ 색상만 밝지 쓰기는 괜찮다고 하셔서 우선은 이거 쓰시기로 했어요^^
자세밴드,평소 허리 어깨 목이 안좋아 부항이나 침을 맞았는데 앉을때 웅크리고 어깨가 앞으로 기울어져 이러다 꼬부랑 할머니 될까봐 자세교정을 검색한 결과 요 제품이 리뷰도 좋고 약국입점이라 일단 구매했어요 답답하거나 불편한것 없이 착용하니 허리와 어깨가 구부러지지 않게 자세를 잡아주네요 허리도 시원하고 내 체형에 맞게 어깨 벨트를 조절하니 활동도 불편하지 않아요
선크림,"쿠팡체험단 이벤트로 상품을 무료 제공받아 작성한 리뷰입니다. 100ml라고 해서 뭔가 막연하게 크기가 클 거라고 생각했는데 딱 도착했는데 생각했던 것보다 크기가 작아서 조금 당황했어요 생각해보니 보통 쓰는 썬블럭이 50ml 정도니까 딱 두 배 만하긴 하더라구요 용기는 얇고 긴 편이고, 캡은 돌려서 여는 타입이라 뚜껑이 쉽게 열릴 염려는 없어서 좋았습니다 입구도 좁아서 양 조절하기가 쉬웠습니다 질감은 로션같지만 매우 묽은 워터리한 질감입니다 그래서 발림성이 좋아서 좋습니다 간혹 되직하게 뻑뻑한 것들이 있는데 그런 선크림은 진짜 바르기가 힘들어서 로션이랑 섞어서 바르기도 하고 그렇거든욧 SPF50+ 에 PA+++ 이라 차단성도 좋아서 이번 여름 아주 잘 사용할 것 같습니다"
자세밴드,저는 50대 남성입니다 배는 많이 나왔지만 어깨가 상당히 좁은편이라서 2XL사이즈지만 허리사이즈는 적당하고 어깨 사이즈는 길어 상품 환불하고 L사이즈가 없다고 하니 M사이즈로 재신청하고 보니 또 가로길이 허리사이즈에서 문제가 될꺼 같아 그냥 쓰자 한번 써보고 정 안되겠다 싶으면 어쩌겠습니까 L사이즈 나오면 새로 사자 어깨 사이즈 너무 커 ㅠ 사진도 찍어 올리고 싶지만 민망해서 못 올리겠네요 키: 172 체중: 66 허리:92 ㅋㅋㅋ
자세밴드,몸에 잘 맞아요 답답할 줄 알았는데 생각보다 답답하지 않고 편해서 착용하기 좋네요 마감처리도 잘 되어있고 퀄리티 좋아요
선크림,휴무에 집에서 쉴 때 뽀샤시하게 피부 정리가 되어서 너무 좋아요
자세밴드,승모근 뭉쳐서 뻐근했는데 이 교정밴드 사용하니까 어깨가 펴지고 승모근 뭉치는 것도 덜해요~
자세밴드,저렴하게 잘 산것 같고용 어깨가 자연스럽게 펴지면서 라운드 숄더도 개선되는 느낌이 들어요 처음에 착용감이 조금 어색했지만 금방 적응되기도 했고 오랜 시간 동안 착용해도 불편하지 않아요
선크림,여행갈때 쓰려고 주문했어요 부트럽고 향도좋고 잘발려요
자세밴드,속는셈치고 샀는데 어깨가 좀 펴지네요. 심각한 라운드숄더라 엎드리면 어깨가 바닥에. 촥 닿아여ㅜㅜ 거북목에 등도 굽어서 언 능 세탁해서 입어야겠어여. 곧 여름이니 한개 더 살랍니다.
