text,label
평점이 너무 높아서 내립니다,0
마지막편 너무 무서운데 웃기면서 되게 기분이상해지는 편이었음 ~ 올해도 3나오나요 ?,1
정말 재밌넹 ㅠㅠ쩐다 재밋다구 재밋어!,1
최고네요!!1년이 지나서야 보게됐지만. 너무 좋아서. 너무 잘만들어서 첨부터 끝까지 내리 봤습니다~ 이민호 너무 멋져서 그동안 출연한 작품들다 훓고 잇어용!! 정말 재밌는 드라마입니다^^^^,1
차돌바위는 30년전에 만화영화다,1
목표(?)물을 봐도 너무 느려터진 좀비들 덕분에...여유롭게 챙길거 다 챙기고 도망갈 수 있었던 쥔공허접하고 매우 엉성한 설정과 배우들 연기...70-80년대같은 느낌의 색감과 영상...,0
아 정말 아들ㅅㄲ때문에 진심빡친다,0
"""""""억지로 웃기려드는 졸작영화 볼때마다 """"""""황산벌 만큼만 웃겼으면 좋겠다"""""""" 라는 생각이든다. 어렸을때 아무생각없이 웃으며 봤지만 은근히 기억에 남는 명작이다""""""",1
"코믹,감동,사랑 모든게 발만 담구고 수건으로 닦지도 않은느낌.. 아담샌들러의 코믹을 좋아하는사람으로써 한없이 부끄러운작품 ㅠ",0
정말 흥미롭게 봤음! 인간이 저렇게 변할 수 있다는 것.. 성악설,1
난 재밌었는데 평점 너무 낮은듯. 명작까지는 아니지만 이정도면 볼만하다.,1
양심좀 있어봐라 이게 어떻게 10점이야,0
흠~ 지루하네요 대사도 별루 없고 기억남는 것도 없고 여운도 남지 안네요;;;ㄷㄷㄷ 보기 시작한거니 봤는데 졸음 참느라 혼났음;;;;,0
유역비는 예뻤다 끝! 무협영화가 좋아서 봤지만 유역비 빼고는 눈에 들어오는게 없네요! 시나리오도 허술하고 후속작은 계속 만들 모양이던데 이대로라면 보고싶지가 않습니다.,0
예전에 책 재밌게봤는데 영화도 잘만듬,1
쓸데없이 까고 부수는 영화보다 이런 영화가 많이 나오면 좋겠어유. 보는 내내 가슴이 많이 아팠네유. 사진 속 여자 아이는 할아버지가 구해준 아이였네유. 할아버지를 보면 여러가지 생각이 교차하네유.,1
전체를 보지않고 쓸데없는 샷에 감정이입을하니 관객이 영화에 집중을 못하지. 영화 전체에걸쳐 쓸데없는 장면이 많고 오히려 쓸데없는 샷에 필요없이 감정을 넣어 전체의 분위기를 흐림,0
이건...뭐 돈이 남아돌아서 이딴걸만드는듯....유니세프에나 기증하지,0
이때부터 스티븐 시걸의 매력에 푹 빠진것 같다.,1
흠............뭐라고할말없음.,0
서독 대학생을 총 쏜 경찰이 동독 비밀경찰 슈타지의 스파이로 최근에 밝혀졌죠,0
숨죽이면서 봤다. 이런느낌 느끼려고 영화본다.,1
지금까지 본 드라마중 최고...여운도 남고 내용도 ost도 다 좋았던 드라마..ㅠ상어 잘가 한이수 잘가,1
몇 번을 봐도 새롭고 사랑스러운 영화뻔하고 진부한 스토리지만 분명 뭔가 다른 영화,1
일본에서10주년 극장판만드는데 우리나라에선 10주년으로 재개봉하니이건 좀 ㅄ 아님?,0
"아, 진짜 웃긴다...프랑스 영화 정말 싫어했었는데 이 영화는 열외~",1
평점에 속았다..ㅠ.ㅠ 사회문제부각한 영화에서 교훈 얻을 분만 보셈.. 완전재미없음,0
납치하고 뭔지호기심은 유발 됐으나 긴장감도 없고 외계인인지 장난감인지 미국영화18,0
무식의 위험함을 솔직하게 그려냈네요. 역시 배워야 함.ㅎ,1
하얀거탑보단 아니지만 재미는 있다,1
여기에 별점5개준사람 초등학생이다에 올인 진심 이렇게 화나는 영화 처음봄,0
평점이 왜이렇게 낮은거지 ... 전 정말 재밌게봤습니다,1
...................,0
흥미진진 재밋었어요~!(^-^)/♥,1
인내력으로도 못 보겠더라. 인물들 모두가 하나같이 안 어울린다.,0
나 참 이런 쓰레기 초딩만화를 어른이 보다니.....,0
그냥 불륜 드라마인줄 알았는데 의외로 재미있는 영화였음,1
꽃이피는 첫걸음 이후 정말재밌게본 p.aworks의 대명작이라 생각한다 초반에 약간 지루한감이 있는듯 했지만 2쿨로 들어서면서 캐릭터들의 심리갈등이나 스토리전개 에서 최고의 작품성을 보여준거같다 이정도면 ova나 극장판도 한번 기대를해본다,1
지쟈스 무슨말이필요해 모두내작품이라고불러어우어우역겹다감독,0
저는 이거 보고 정말 끝나면서도 계속 울음이 끊이지 않더군요..정말 너무 감동적네요,1
영화의 기본 설정은 좋으나 나머지가 싫다.,0
1939-1940 핀란드와 소련의 겨울전쟁을 제대로 그린 전투영화..,1
투사부일체랑 똑같다 OO색기들,0
형이 10점주는건 일단 봐도 된다,1
쥬라기공원을 처음 봤을때의 충격을 다시 느낄수 있을줄이야..,1
최고네요.. 정말.. 굿...,1
보다 중간에 나올정도로 어려운 영화,0
진짜 재밌었다ㅠㅠ 뻔하디 뻔한 연애스토리나 막장에 막장을 달리는 다른 드라마들과 클라스가 다른 작품.. 역시 노희경작가라는 말이 나올정도로 대단하다.. 잊지 못할꺼에요 괜사ㅠㅠ,1
해피해피브레드보다 지루했어요,0
갈수록 흥미 없고 제작진에게 배신감 느낌 뭔 정글(야생)에서 핸드드립커피야!! 휴가 갔냐?? 어이없어,0
재밌음 요즘 영화는 이런 소소한 재미의 영화가 안나와 아쉬움 헐러우드 따라하는 영화보다 이영화가 백배남,1
현실을 직시하고 처절할만한큼 희생하는 어머니를 볼수있었습니다.,1
너희들의 평점을 내가 기만했구나 미안하다.. 이영화를 비로소 시간의중요함을 알게되었다.,0
어휴... 관두자.. 뭐라 쓸 말도 없다...,0
난 이런게 좋아! 보면서 눈물ㅋ 나라면 어떻게했을까?왠지모르게 슬프다... 계속 생각난다ㅋ,1
깨방정 속에 진심이 묻어나는 ㅎㅎ참 잘했어요최고임 이제...다음주부턴 어쩜?,1
춘향이가 완전 변태같이 나오는군요 가도 너무 갔습니다. 완전 한심하군요,0
NG장면 치명적 오류부분은 마지막부분에 지구가 행성과 충돌한다는 한시간30분전에는 신부의 조수(꼬깔모자쓴)라는 사람은 없었는데 사막도착후 뽕 나타나서는 네개의 돌앞에 서서 한숨쉬며 돌작동을 돕고있네요 첨에 우주선도 못탔던사람인데 순간이동??장난치남,0
"삶과 죽음의 축제라... 괜찮네요,,",1
아... 윌리스횽.. 염색머리 넘 잘어울려..,1
"작가가 만화책을 본건지 의문이들정도다. 삼각관계, 적은 음악 비중, 쓸데없는 갈등...참.. 배우들이 아깝다.",0
서양의 사고방식에 익숙하다면 정말 대박웃고 재밌을 영화~ 주인공&조연 연기 베리굿~,1
"정말 잘 만들었다.....스토리도 괜찬고......나팔소리 아직도 생각난다,",1
크리스찬베일을 최고의배우라고 칭하는 이유를 알게해주는 작품!!! 특히 배트맨비긴즈를 끝낸후의 차기작이란게 믿을수 없다. 배트맨비긴즈보고 이거 보면 진짜 입이 떡 벌어짐,1
최고쥐~!!! 이게 영화쥐!,1
아... 제발... 요새 드라마든 영화든 시원처럼 투블럭하고 나올때마나 적응도 안되고 집중도 안된다. 특히 사극이나 판타지 사극할때 머리 다 풀어헤치고 나올때.. 해품달봐봐 판타지사극인데도 복장은 제대로 하고나오잖아. 이민호 나온드라마 그거보면 하.,0
진짜 재미없다. 송삼동 연기 신인 뺨치네 더럽게 못한다.,0
재.미.없.음.. (난 거짓말안함),0
그의 영화는 항상 영화가 끝나면 사람을 멍 때리게 하는 뭔가가 있다.,1
처음엔 그냥 돈에 관련된 납치극 그리고 해결하는 모션의 영화인줄알았는데 알고보니 치밀한 복수극을 그린 영화다,1
오글거리긴 했지만 개인 취향 존중좀ㅋㅋ자기랑 관점이 다른 걸 뇌구OO지 들먹이면서 OO할 건 아니라고 보는데 안 그러냐 베플에 the9****아?~,1
마지막에 감동... 현재 삶에 대해 큰 메시지를 던져주는 영화,1
어설픈 긴장감 개봉했다는 사실이 놀랍군..,0
익 보고 재미를 느끼면 용자.,1
"사랑과 집착에 관한 영화입니다. 이별하고 싶지 않은 남자의 마음에 공감이 되기도 하네요.. 남자배우 연기와 여배우의 연기의 갭이 커서 아쉬워요 여배우로서 정말 힘들었을 노출연기한 용기에는 박수를 보내지만, 영화몰입을 힘들게 합니다 ㅜㅠ 독립영화홧팅!",1
수다스런 여자들이 좋아하는 전형적인 C급무비,0
너무 재미있어고요~~ 계속보고 싶은데....끝났어(づ￣ ³￣)づ,1
시즌1부터 한번도 빠짐없이 다봤는데ㅠ이제 고3이라 어쩔수없이 재방봄막영애너무재밌어요ㅜ,1
평점1점이상준놈들알바라는거애 내 손목과 전재산 건다,0
이게 나온지도 벌써10년이 지났네 지금 나오는 영화퀄리티랑 맞먹을정도의 영화다,1
"디즈니의 망작중에 망작,,,스토리가 하늘로 승천하는",0
여자감독중 거장이라 할수있는 유일한 홀란드 감독...최고,1
시종일관 우울한 트리스탄의 얼굴을 보는게 짜증스러웠던..,0
여섯살때 본 기억이....ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
정체성을 생각하게 하는 영화...,1
간만에 설레면서 본 영화!!청춘이네요ㅎㅎ,1
주체적 여성을 보여주는 흑인프린세스 영화.. 틀을 깬 프린세스 영화...넘 사랑스럽고 ost도 넘 좋음... 티아나 매력있음.. 디즈니돌 티아나 사볼까함,1
아 정말 짜증나게 죽이고 싶은 킬러네요,1
"이따구로 만들었는데 제정신이 있으면 2편 안나오지, 애들에게도 이런건 못보여주겠다",0
말도 안되는 드라마에 감동먹었다는 사람은 제대로 된 작품분석력이 없는 사람들이다 이게 억지의 헤피엔딩이라는 것 못 느끼는 바보들이다 저질작가와 연출가 너네들 자질 미달이다 기억해라,0
솔직히 재밌긴한데ㅋㅋㅋ진심세명에서만난건 새롭다!!..멋잇음!! 유세이쪼앗..ㅋ,1
하나같이 빛났던 연기자들의 명연기와 기가 막힌 시나리오...수작. 링크 타고 본 소감 남겨 봅니다. 아직도 이 영화를 소장하고 있어요..^^,1
저절로 미소가 지어지는영화!,1
댓글이없어졌나 다시남겨요 (이런거 첨남겨봅니다) 왜 잘차려진 밥먹고 포장해서 남자 솔로방송인들 찾아가죠? 페미니즘 때문이라고 할수도있겠지만 여자들찾아가는건한번도 못봤네 방송 취지는 뭐죠?,0
보면서 웃지 않는 건 불가능하다,1
"서극과 B급영화의 어설픈 만남,.",0
배경이 아름답고.. 큰 일을 하는 사람을 사랑한다는 것은 힘든 일인듯.,1
알바들 때문에 균형을 맞춰줘야지,0
이 영화를 보고 로빈 윌리엄스의 팬이 되기로 결심했다... 좋은 곳 에서 행복하세요...,1
첫날관객 567명이라는데 그럼 많이벌어야 500만원?,0
9점주신분 이해가 안가네요.,0
스토리도 재밌고 배우들 연기도 좋았음.,1
박혁권씨 연기 잘하네요. 김예리씨 매력있어요. 정지연씨 약역.. 실감나네요 ^^,1
요즘 유일하게 보는 드라마인데 현실에서도 저럴수 있을까?고민많이 되는 드라마....암튼 재밌다.ㅋㅋ,1
웃으면서 봤다가 울면서 끝나는 정말 불쾌하고 슬픈 영화다['ㅁ'],1
1박 넘 재밌어요 시즌1때 팬들 다시 다 모여라 얍~~~!!,1
내가본 판타지시리즈중 해리포터 다음으로 최고,1
의료는 원래부터가 민영인데 왜 자꾸 민영화 민영화 하는거지.. 나라에서 지원하는 보험 같은 게 민영화 될 경우 문제가 있는 거지... 무식한 사람이 무섭다더니..,0
그냥 마음이 계속 부글부글하고 눈물이 주륵주륵나더라 왜인지는 모르겠지만 계속 쿵쾅쿵쾅거렸다 내가 실제로 보는 것보다 더 아름다운 영화.,1
평점이 ...이정도라니... 난공감할수있따...현실에서도충분히일어날수있다고생각,1
잘 만들고 생각해보게 되는 영화다,1
멋진 애니네요~~어른이 봐도 재미있었음..,1
보는내내 부녀자들의 탄성으로 가득찬 120분.,0
저는 개인적으로 재미있게 봤어요. 특히 로봇에관한 에피소드는 우리가 속해있는 사회와 우리가 나아가야할 올바른 방향성을 조금이나마 생각하게끔 하였어요. 생각해야할 범위와 수준은 아주 어렵지만...,1
뭔이런쓰레기가 평균평점이 육이나되는거지..?,0
초반 5분의 무대사 숏들이 관객을 압도해 버린다.,1
더도 아니고 겨우 제목에서 기대되는 딱 그만큼. 고로 시간 낭비.,0
이제 홍콩영화를 그만 봐야 할 때가 되었나? 어라. 이건 중국 영화네... 음...,0
Mr김 지금 현재만해도 충분히 불쌍하거든요. 태진형과의 관계까지 보태지 않아도요. 보고나면 가슴이 답답해집니다. 감동까진 기대안해도 일반상식수준은 맞춰주세요.,0
쓰레기이거 볼바에는 차라리 28시리즈나 보겠다,0
아나 미치겄다. 이거 왤케 웃기냐. ㅋㅋㅋㅋ,1
밑에 여중생 압사사건이랑 이영화랑 연관짓고 평점2점주는 사람은뭔지..,1
기대보다 너무나 못했던 실망적인 작품. 심심한 각본과 짜증나는 전개,0
전 이영화가 무슨영환줄모르고 tv나와서 봤는데 재밌어요!!!야이런씨세이야~!ㅋㄷㅋㄷ,1
처음에는 나름 좋았는데 아쉽다...허나 배우들이 많이 나오네~ㅋ,0
좋은 노래를 듣게 돼서 좋았습니다.,0
-10점을 못주는게 한이다... 탑은 도대체 무슨빽으로 이영화를 찍엇나?,0
에휴;; 같은 한국인으로써 부끄럽다,0
평점 6이 적당한데 다들 10점 줘서 평균 맞출려고 1점 줌.결말이 뻔히 보이는 지루한 영화라 내 기준엔 반전이 없었음.보통 결말 알아도 재밌게 보는데 이 영화는 전개 자체가 너무 지루함.,0
멜 깁슨에게 보여주고 싶은 영화,0
류현경씨와 안내상씨야.. 연기력 알고있었구요.. 완전팬임.. 더불어 아들 연준석군과 엄마 김소희씨 그리고 친구역인 김동영씨. 대박!!임.. 김학선씨 고세원씨 여민주씨..그외 조연분들도 참 연기 고맙게 잘 봤습니다. 천직인듯..,1
부활보다는 조금 못하지만 그래도 멋진 드라마!,1
잠수함영화의 끝판왕..ㄷㄷㄷ 말이필요없음..,1
이건 아니잖아.............................. 심심... 지루..,0
"별기대 안하고 봤지만 위대한 인물을 알게 되었다.., 2시간이 쏜살같이 느껴졌는데 느낀것은 그 이상이다.. 죽음을 두려워 하지않는 보복을 두려워하지 않는 강인한 정신을 깨운 영화다",1
"소재가 아주 참신한 것은 아니지만, 이 정도면 스릴러 로선 충분히 재미있다.",1
아저씨가 늙어 치매가 와서 경로당에서 깽판부림,0
진짜마지막까지좋은인상남겨주셔서감사해여~,1
대마는 힘이 세지만 영화는 거짓만 늘어 놓는다,0
아... 나 이거 왜 본거냐.... 잠이나 처 잘껄...,0
이건 종교를 떠나서 당신은 혼자가 아니오 서로사랑하며 살자 이메세지전달을 위해 짜여진스토리가 너무 지루하고 감동이 없어요이런 영화가 평점이 높다는게 도무지 이해가 안되며 기독교인이라해서 무조건 평점을 높게 주는거보면 우리나라 종교수준 참 뭐같네요,0
서로 낯선이들을 등장시키면서도 철저히 가족애만을 표현했다.,1
그만 좀 해라.또 데모하고 또 도망가고. 그만좀 같은 얘기 질질 끌지마라.또 똑같은 얘기를 지겹네,0
"마지막에,글렌 클로즈가,분하는 여주 아이언 포레스트가,마이클 더글러스가연기한,남주 댄 갤러거의 딸 아이를 데리고 그대로 어디론가 사라진다면,정말 무서웠을 듯...공포영화 뺨치는 결말이 필요했음.연기만 가지고는,전형적인 헐리우드 엔딩을 피할수 없다...",0
"마지막 이완 맥그리거의 나래이션을 듣노라면, 당신은 뭐든 할 수 있을 것이다.",1
지루하긴 했지만..괜찮았음. 심은하는 여전히 매력임.,1
세상 어디에도 없는 고품격 로맨스.,0
내가 본영화중 가장 기억나고 1위영화,1
내면과 외면의 아름다움을 가지고있는 와리스디리의 감동적인 실화 꼭 봐야할 영화,1
전 정말 재미있게봤는데! 'ㅁ' 평점 너무 낮아서 올려놔요,1
재난 대책은 이렇게 해야 한다. 다시 봐도 시대가 지나도 전혀 손색이 없다,1
이문식씨 팬으로서 정말 눈물날뻔 했어요.. 우째 이런일이,0
"묵시록, 적막한 공포를 느꼈습니다.",1
심사위원 왜이러냐ㅡㅡ 유희열말고 돈맛에 쩌든 누구누구때문에ㅡㅡ,0
배종옥 참 좋은 배우이지요. 방은진도 참 잘하네요.,1
사랑해요 심슨! 내가 가장 좋아하는 만화,1
보긴 보았는데 기억에 남지 않는다,0
주인공이 대통령도 암살할 수 있을 법한 능력자라는 설정부터 최악이었다. 개연성 제로. 차라리 분노에 찬 평범한 아빠가 10년 동안 치밀하게 계획했다는 설정하에 개연성 있는 살인들을 보여줬다면 훨씬 좋았을텐데..,0
"섹스라는 건 야하고 퇴폐적이고 부끄러운 것이라고 생각했던 17살짜리 여자애였던 내게, 섹스가 서로를 위로하는 진솔한 스킨쉽일 수도 있겠다고 생각해주게 해주었던 영화.",1
조용히 내 기억속에 사라진 영화....,0
괭이때문에 ㅅㅂ 더 이상은 생략한다,0
밑에 1점중 한국영화는 죄다 10점준 OO자식은 뭥미? 더럽게 짜즈나는 영화,0
"멋있을 수도 있는 게 하나도 안 멋있고, 감동적일 수도 있는 장면에 아무런 감동도 느낄 수 없었다. 그냥 엉터리였던 거 같은데, 평점이 높네..",0
엔딩 장면이 좋고 소소한 일상과 고민과 연애가 공감을 주어 재밌게 보았어여~,1
가족을 팔아 돈 벌이 한다고 ㅆ부리는 인간들.엄격히 말하면 감독은 자신의 가족을 희생하였다 해도 무방하다. 해외동포들가운데서도 이데올로기적으로 가장 북조선과 가까운 조총련계 재일동포들의 ’조국’에 대한 불편하고 복잡한 메세지를 던지고 있잖아~!,1
노티힐 9점줄 시간에 해서 1점이나 더 올려줘라 ㅡㅡ; 노팅힐보다 먼저고 창정이 연기가 이딴 평점에 묻히는게 아깝지 않냐? 난 10점이다,1
박중훈 영화 중 보아서는 안 될 영화 중 하나,0
왜 평점이 낮은지 모르겠네요저에겐 너무 좋은 영화이자 늘 소장하고있는 영화입니다,1
뭐라적어야 할쥐.. 적는것도 짜증나넹...ㅋ,0
형사 버디물이 가질 수 있는 장점을 크게 부각하지 못한 이도저도 아닌 액션물,0
아 솔직히 졸라 지루해 ㅡㅡ,0
10점이 46%면 이영화는 안보는게 맞다,0
제작비와 스케일에비해 연출과 스토리가 너무나 아쉬운 영화..... 플래툰이나 다시봐야지...,0
슈렉은 1이 제일 잼있었지..,1
이런 노잼영화를 돈주고 본 내가 한심하다. 사실 내돈준건 아니고 친구가 보여준거긴한데 내가 저녁샀으니까 내 돈주고 본거지 뭐ㅠㅠ,0
-_- ;; 만들지나 말지...,0
진짜 답안나오네 헛짓제대로했네,0
이자벨 아자니 예쁜데다가 연기도 정말 잘한다..ㅇ,1
그럼 다시 444로 만들어 보깜?,0
별하나도 아까운 영화.연기를 너~~~무 잘하지만 뭐라 말로 설명할 수없이 어색하고 뻔한 스토리와 연출..진짜 이 영화는...억지스럽다.,0
"언니가 보자고 해서 억지로 봤는데, 괜히 내 몸이 들썩거림ㅋㅋㅋ",1
정말 다큐란 게 이렇게 재미있을 줄이야.,1
정말 좋은 애니메이션 이지만 오리엔탈리즘의 정점을 찍었다는 것 때문에....작품 자체는 백점,0
도대체 뭘 믿고 98분으로 해결하려 했을까?,0
볼만하다.이런류의 영화에 꽤 긍정적 결말도 신기하다 ㅎㅎ,1
이게 왜 뛰어난작품이야??또 무간도보다 뛰어나다고..웃기시네,0
초반에는 유머코드도 괜찮고 김하늘의 매력에 빠져 재미있게 봄. 중반부 넘어서면서 어설픈 첩보와 액션으로 지루해짐. 평점이 8점을 넘고 400만이 넘는 관객을 동원했다는 사실이 놀라움,0
명작 환상의 커플의 명배우 한예슬씨가 가장 기억에 납니다. 안 좋은 사건 기억하지 않으테니 이번 작품에서 화이팅하시기 바랍니다!! 작품하면서 행복하세요^^!,1
이건뭐 서로 헐뜯는프로인가? 서로 못잡아먹어안달이네들.. 김가연 그4가지는 원미연집에서 재첩국을 식탁옆으로 아예 밀어넣더구만.김가연4가지 다음으로 이재은4가지도 아우 귓방맹이를 한대딱때리고싶드라 컨셉이라도 본성이나오는법인데 김가연이 젤 재섭드라,0
"캐스팅, 연기, 음악, 배경 .. 모든게 좋다",1
독특한 설정과 화려한 액션!!,1
자연속에 내가있다! 운지운지운지!,0
TV에서 하는거 봤는데 못봐주겠더라 ㅋㅋ,0
장난함 ㅡㅡ? 돈주고 봤으면 토하면서 나왔을거야 ㅡㅡ,0
이건뭐...배우들의 발연기덕에.. 영화에 집중할수가 없다...스탭들 촬영 기술수준도 좀 낮은듯한...,0
뉴스에 나왔네요. IPTV에 최신영화라고 비싸게 팔아먹을려고 아무도 안찾는 거제도의 골목극장에 하나에만 상영해놓고... 지금 이 평점은 영화에 대한 평점이 아닙니다.,0
너무나 먹먹해지는 마음으로 봤지만.. 내가 과연 저들과 달리 에릭이 변할 수 있을거라 믿을 수 있었을까? 는 생각도 해봅니다. 사람을 죽이는건 칼로만 가능한게 아니라는 진리~,1
PPL로 얼룩진 상업영화의 몰락 . . 거개한 CF 를 보는듯함 !,0
뻔한 내용이지만 힐링이 되는 영화,1
그냥영화다 ㅎ 볼만한데 공포영화로는쫌;;,1
킬링타임용으로는 충분히 10점 가치있습니다.,1
16회 중 15회 남았다는게 슬퍼지려함. 박유천을 오래오래 보고 싶은 맘에...,1
"이런 폭력성 드라마는 무섭다. 좀 안보고싶다. 김재중 인상도 별로안좋고, 좀 나오지마라. 쓰렉 드라마. 애들이 보고 뭘배우겠냐 ㅉㅉㅉ",0
스토리가 약하면 연기를 잘해야 할꺼아냐? 국어책 읽냐?,0
감독이 미드를 너무 많이 본듯 ㅋㅋㅋ,0
장르가 스릴러인데 스릴이 전혀없는 전형적인 영화... 재미있다는 영화 구성 따라해보려고 한거 같은데 지루하고 재미없고 스토리도 별로고 전개 어색.. 망한영화의 표본,0
히어로물 매니아인데 나는 재밌게 봤다 판타스틱4의 시작,1
공연장의 그 감동 그대로^-^,1
어릴때 봤던 제일 기억에 남던 영화,1
보기싫은사람만 나오네..안봐야겠다,0
"코바야시 타케시가 왜 대단한지 알았고, 나츠가 왜 아카니시 진인지 알았다.",1
궁금증을 유발시켜 즐겁게 본 영화... 약간의 지루함도 있음...,1
토미 리 존스 너무 늙었다...왜 은퇴 안하냐?,0
족같은 영화다 -위에 평한넘들은 머하는 넘이지?-썅,0
깐느 영화제에서 상 받았다고 명화도 아니고 지루한 말장난과 멍청한 결론도 별로다,0
그저 그래여ㅋ 근데 평점이 너무 높아서ㅠ,0
별로기대안했는데 재미있고 연기자들 보는재미에 시간가는지 몰랐다 ㅋ,1
10점이 아깝지않다!!!왜이제야 알게된건지~너무 잘 봤다는,1
원래 7점 줬는데 아포칼립토 봐버려서...0.5점도 아깝더라고...김한민 감독. 지금도 안늦었으니 판권 사~~~그럼 다시 원래대로 7점 줄께...,0
정말... 최고였다는.. 칠레의 아름다운 자연에 푸~~욱 빠져들었던 시간이었다는.,1
감수성도 함께 늙어버린 를르슈와 두 배우,0
고준희도 연기자라고.... 쯧쯔....,0
스토리 참 신선하고 재미지네,1
"이용철은 무슨 듣보지? 박평식 평점은 그래도본인 생각 이라도 있지 이용철은 본인이 무슨 말 하는지도 모르는 초딩 같더,",1
아무리 김지운감독이고 애국심이라고 해도 이건 쓰레기다 진짜 ㅡㅡ; 머냐 이게,0
장진영님 하늘나라에서 편히 쉬세요.,1
전편이 질투를 일으킬만큼 잘 만들어진 속편,1
친구꼬임에 넘어가서 봤던 영화 돈 아깝다는걸 느끼게 해줌.,0
3.14 원주율ㅋㅋㅋㅋㅋㅋㅋ아낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
정말 쓰레기다. 감독도 다음작품 내지도 못했음 ㅉㅉ 여자배우 몸이라도 이뻤으면,0
내가 본 영화 역사상 최고의 결말. 이 말로 밖에 설명할 수 없다.,1
간만의 얼라영화 조엘리 피셔의 재발견,0
재미도없고....영화한편이 성경책이냐?,0
다들 노출에 후한 점수를 주셨네요. 저도 그러려고 들어왔는데 생각보다 후한 점수에 1점 드립니다. 영화시작 5분도 안돼서 팬티만입고 에이프런 두른 고은아가 추워서 난방기에 불쬐며 기침하는데..그렇게 추우면 옷을 입지??라는 생각만ㅋ,0
참나 ㅋㅋㅋ 어이가 없어서 웃는다 ㅋㅋㅋㅋ,0
김치국은 100년이지나도 이런영화 하나 나오기힘들꺼같다.,1
공포관련 실화라고 다 소름돋고 무서운게 아냐.. 실화기 땜에 허구보다 공포감이 못한 실화가 더 많은듯,0
팬티속의개미 & 아마레칸파이의 반도 못미칠만한 섹스코미디.,0
아 진짜 걍 이연희 옥택연으로 끝내지 ㅠㅠ아 진짜 완전 찜찜함...짜증 짜증 말도 안되는 스토리지만 재밌긴하는데 매우 찝찝 옥택 불쌍 ㅠㅠㅠ왜 이연희를 보내준거니.. 그리고15세 치고 야함,1
인생을살면서 거짓말이 필요할때도있다,1
"너무 안타깝고 가슴아프지만 순수한 그들의 모습이 아름답습니다.. 보는 내내 가슴이 한켠이 아리네요,, 내가 살고잇는것에 많은 불평을 하며 살앗는데 얼마나 부끄러운지.. 가족과 함께잇는게 얼마나 큰 영광인지 다시한번 깨닫게 되네요",1
액션 쓰릴 로맨스 리얼리티 모든것을 갖춘 최고의 영화였다. 마지막 열린 결말도 정말 좋았다. 10점 만점에 10점,1
어설프다 .. 감독 그래도 다른영환 괜찮앗다,0
액션없는성룡은어이없고명배우양조위의코믹연기에비해 영환최악,0
수호 수호 준멘 준멘 준렐루야~!!!,1
세대를 막론하고 공감할 수 있는 사랑이약,1
그냥 생각않하고 보면 개 재미있는데,1
알바드립치지마라. 난 진짜 보기 좋았다고,1
본인들에게는 즐거운 추억이나 상업영화로서는 함량미달,0
정말 감동적인 영화에요....,1
"2년이 지난 지금에서야 봤다. 찌끄레기들 때문에 평점 떨어질 영화가 아니다. 꿈나라 액션, 초딩 영화에 미쳐있는 애들은 평점 쓰지말고 걍 가라. 감독에게 배우에게 박수를 보낸다. 숨어있는 진주. 한시간 반동안 심장을 쥐어짜는 예술이었다..",1
끝까지 보기 쉽지 아니하다.,0
SF 영화의 교과서라 할 수 있지 않을까.,1
별기대없이 봤는데 애들이랑 즐겁게 봤네요.,1
보는 내내 유쾌한. 정말 유쾌한. 그리고 유쾌한.,1
'바람'감독님이라역시잘만드셨네요!재밌었습니다 좋은 영화 감사합니다,1
다큐보는 느낌이고 무슨 전개가 빨리감기 보는거 처럼 이어지는 느낌도 없고... .평점이 이리 높은지... 지루하고 몰입도도 없는 영화,0
재미쪄 ㅎㅎ신민아 짱좋음 ㅋㅋㅋㅋㅋㅋㅋ,1
흠... 만든 이유를 모르겠음...,0
믿고 싶지 않은 웨스 감독의 깜찍한 초기작,0
별빵개 아우돈아까워라ㅜㅜ1점도주기싫다는영화제목착각해서 안젤리나졸리나오는건줄알고봤는데 보다보니 안젤리나졸리안나오고 제목다시보니 잠자는숲속의미녀도아닌 미녀와야수라니ㅜㅜ 완전열받네요,0
정말 최고네요~~~~영화에서 다루지못한 다양한 매트릭스 철학등을 볼수있네요,1
공포영화인데 너무 안무섭다.,0
컴퓨터 전기세가 아깝다!!!,0
여주인공 완전 이쁘고 야수 포스 쩐다능,1
"70년대 에로물+신파물, 그리고 어줍잖은 상징주의..",0
이영화비디오대여점에서빌려보고카세트테이프샀던기억이.음악이무척좋았음,1
용가리는 별로임 용가리치킨도 맛 되게없음 고질라와 쥬라기공원이 더 짱재밌어 허접 쓰레기 영화,0
원작은 만화엿지만 데스노트하면 만화보다 영화가 먼저 떠오르는 이유는 뭘까? 이유는 잘 만들어졌기때문,1
재미 없는 사람들은 그냥 미국코드에 안맞아서 그런거임. 반대도 마찬가지고.,1
진미씨. 그러면 '북한인 아버지'가 나서면 분이좀 풀리시겠습니까? 별걸다 트집잡네. 그렇게 재미없게살다간 늙내만 풀풀풍기는 아지매 소리듣습니다.,1
